4,13,68,13
52,80,83,4
22,55,64,34
13,17,57,37
19,73,82,31
28,37,79,28
39,42,72,27
3,54,58,15
9,65,84,5
1,20,28,13
32,35,40,4
7,16,23,16
6,33,51,30
18,57,61,18
12,32,40,36
6,15,24,30
21,38,65,14
23,56,65,35
44,76,83,4
54,84,87,30
7,22,64,31
41,50,59,29
29,34,37,22
48,66,75,24
19,35,64,16
23,50,80,35
6,15,21,30
21,25,53,45
16,22,85,28
16,19,37,28
9,48,87,33
7,82,85,31
37,54,58,6
2,17,68,26
34,51,78,15
30,75,81,30
39,66,69,27
4,43,59,16
23,41,68,35
14,42,47,23
31,39,82,3
63,67,71,39
10,13,76,34
18,46,49,6
3,18,36,27
17,49,56,1
7,28,36,0
14,17,22,10
15,35,68,20
47,63,79,47
10,40,85,34
28,33,72,21
47,56,77,35
45,63,84,33
64,70,79,28
2,44,47,26
8,17,23,32
74,79,82,19
9,36,42,33
10,37,78,6
47,68,75,20
32,35,53,32
71,78,87,11
5,49,81,41
33,48,87,33
2,5,9,14
4,43,49,28
41,61,81,41
9,30,61,18
7,84,87,12
55,70,87,3
59,75,78,11
3,71,79,39
20,28,49,13
9,17,84,5
19,28,72,0
21,65,85,45
23,68,74,35
7,35,52,16
16,57,61,9
10,41,62,10
4,46,67,28
0,3,81,24
16,37,80,13
28,49,79,28
7,14,34,19
20,28,36,44
6,21,86,2
49,76,82,25
35,39,44,20
19,46,61,31
24,66,87,24
2,18,46,38
8,41,47,32
36,52,69,21
24,45,65,5
21,37,52,9
21,78,85,18
3,31,47,39
18,81,84,30
12,44,65,17
30,81,85,18
28,68,85,13
38,56,77,26
6,22,49,6
51,55,58,3
24,52,55,0
10,51,78,15
29,33,61,41
13,19,40,25
2,18,21,2
65,69,72,5
25,65,80,1
19,76,84,0
51,57,84,27
9,28,49,9
5,14,83,29
49,64,69,9
44,53,60,17
44,47,76,4
4,32,59,4
16,61,67,28
55,58,73,31
19,27,83,43
26,71,78,23
10,26,55,19
6,10,14,42
36,63,80,8
47,62,77,35
18,69,75,30
9,53,86,14
43,63,83,43
32,74,77,32
36,64,67,0
49,69,76,9
13,65,69,37
17,56,61,1
38,58,77,10
8,71,87,20
20,27,47,20
4,31,71,16
21,25,78,18
10,25,79,34
5,47,50,29
9,30,49,18
37,56,77,1
8,11,39,20
8,23,28,4
10,66,73,6
9,12,54,33
13,46,64,25
22,52,73,34
33,74,78,2
24,45,64,21
6,70,75,15
21,25,40,9
21,30,75,33
7,12,64,0
10,25,77,22
8,29,62,32
17,69,73,41
9,36,65,5
19,46,85,31
7,12,40,0
25,28,31,25
19,22,87,3
29,56,72,17
19,22,50,19
29,57,74,14
11,41,62,35
20,41,59,32
14,45,65,14
20,47,50,32
52,69,73,9
58,61,64,34
14,18,23,23
1,32,52,13
68,71,74,32
30,63,69,30
37,70,77,22
23,62,77,35
